"","Comparison","SIMPER","OTU"
"2251","A2yr_C2yr",0.028335585110717,"Otu0010"
"2252","A2yr_C2yr",0.015129107322729,"Otu0015"
"2253","A2yr_C2yr",0.014920721334301,"Otu0016"
"2254","A2yr_C2yr",0.010306252191057,"Otu0018"
"2325","A2yr_B1yr",0.150883235201918,"Otu0009"
"2326","A2yr_B1yr",0.144716396804277,"Otu0006"
"2327","A2yr_B1yr",0.141772760606796,"Otu0002"
"2328","A2yr_B1yr",0.125695381891318,"Otu0008"
"2329","A2yr_B1yr",0.073898443444945,"Otu0007"
"2330","A2yr_B1yr",0.061623514473949,"Otu0003"
"2331","A2yr_B1yr",0.0561662754662851,"Otu0005"
"2332","A2yr_B1yr",0.040283442020965,"Otu0011"
"2333","A2yr_B1yr",0.0299185902078959,"Otu0010"
"2334","A2yr_B1yr",0.0281076928532621,"Otu0020"
"2335","A2yr_B1yr",0.019278703682918,"Otu0013"
"2336","A2yr_B1yr",0.013768457242205,"Otu0018"
"2337","A2yr_B1yr",0.01277797420323,"Otu0054"
"2338","A2yr_B1yr",0.012440115761303,"Otu0015"
"2339","A2yr_B1yr",0.010701496759402,"Otu0022"
"2408","A2yr_B2yr",0.183953360537144,"Otu0007"
"2409","A2yr_B2yr",0.180499031209262,"Otu0006"
"2410","A2yr_B2yr",0.119756810888915,"Otu0005"
"2411","A2yr_B2yr",0.107824928970832,"Otu0009"
"2412","A2yr_B2yr",0.103669231616766,"Otu0002"
"2413","A2yr_B2yr",0.045004275793245,"Otu0011"
"2414","A2yr_B2yr",0.044149919241335,"Otu0003"
"2415","A2yr_B2yr",0.028877900334949,"Otu0016"
"2416","A2yr_B2yr",0.028160034597311,"Otu0010"
"2417","A2yr_B2yr",0.0274431254187461,"Otu0020"
"2418","A2yr_B2yr",0.0183539274667179,"Otu0008"
"2419","A2yr_B2yr",0.012926722918671,"Otu0014"
"2420","A2yr_B2yr",0.011982016544734,"Otu0015"
"2491","C1yr_C2yr",0.146111789064637,"Otu0006"
"2492","C1yr_C2yr",0.128302076949209,"Otu0002"
"2493","C1yr_C2yr",0.128155133739243,"Otu0007"
"2494","C1yr_C2yr",0.102522509525954,"Otu0005"
"2495","C1yr_C2yr",0.102175534160972,"Otu0003"
"2496","C1yr_C2yr",0.0656079210085649,"Otu0008"
"2497","C1yr_C2yr",0.057081245410563,"Otu0011"
"2498","C1yr_C2yr",0.054392939538772,"Otu0009"
"2499","C1yr_C2yr",0.030307197345258,"Otu0010"
"2500","C1yr_C2yr",0.028395971000805,"Otu0020"
"2501","C1yr_C2yr",0.0221223568503489,"Otu0013"
"2502","C1yr_C2yr",0.015834711229461,"Otu0022"
"2503","C1yr_C2yr",0.0143708440079681,"Otu0015"
"2504","C1yr_C2yr",0.014204581222836,"Otu0016"
"2505","C1yr_C2yr",0.010284620498365,"Otu0018"
"2574","C1yr_B1yr",0.153056452831195,"Otu0008"
"2575","C1yr_B1yr",0.14261146725264,"Otu0002"
"2576","C1yr_B1yr",0.141946474773129,"Otu0006"
"2577","C1yr_B1yr",0.137930409989899,"Otu0007"
"2578","C1yr_B1yr",0.112083913041765,"Otu0003"
"2579","C1yr_B1yr",0.059288569791502,"Otu0011"
"2580","C1yr_B1yr",0.037219833897395,"Otu0009"
"2581","C1yr_B1yr",0.036113226749967,"Otu0010"
"2582","C1yr_B1yr",0.019334018692815,"Otu0013"
"2583","C1yr_B1yr",0.017748900125982,"Otu0015"
"2584","C1yr_B1yr",0.0171297282877501,"Otu0018"
"2585","C1yr_B1yr",0.0168606497793989,"Otu0022"
"2586","C1yr_B1yr",0.014754634784407,"Otu0054"
"2587","C1yr_B1yr",0.010804936196528,"Otu0023"
"2657","C1yr_B2yr",0.167003244233464,"Otu0006"
"2658","C1yr_B2yr",0.153055471281557,"Otu0007"
"2659","C1yr_B2yr",0.124209418637882,"Otu0005"
"2660","C1yr_B2yr",0.107491152456624,"Otu0002"
"2661","C1yr_B2yr",0.088783905508072,"Otu0003"
"2662","C1yr_B2yr",0.060154656173513,"Otu0008"
"2663","C1yr_B2yr",0.054649844381782,"Otu0009"
"2664","C1yr_B2yr",0.0475756204886519,"Otu0011"
"2665","C1yr_B2yr",0.0282350177624741,"Otu0010"
"2666","C1yr_B2yr",0.0242780655938519,"Otu0016"
"2667","C1yr_B2yr",0.0205265824334511,"Otu0013"
"2668","C1yr_B2yr",0.016247022822516,"Otu0022"
"2669","C1yr_B2yr",0.012269227275546,"Otu0015"
"2670","C1yr_B2yr",0.010472254659774,"Otu0014"
"2740","C2yr_B1yr",0.160151254639547,"Otu0006"
"2741","C2yr_B1yr",0.120497073772784,"Otu0008"
"2742","C2yr_B1yr",0.116366086187747,"Otu0002"
"2743","C2yr_B1yr",0.097583553277799,"Otu0005"
"2744","C2yr_B1yr",0.089643821796761,"Otu0007"
"2745","C2yr_B1yr",0.071059142860051,"Otu0003"
"2746","C2yr_B1yr",0.0653823051767389,"Otu0009"
"2747","C2yr_B1yr",0.0558708501841561,"Otu0011"
"2748","C2yr_B1yr",0.043768681676566,"Otu0010"
"2749","C2yr_B1yr",0.02699346072714,"Otu0020"
"2750","C2yr_B1yr",0.015133327100095,"Otu0013"
"2751","C2yr_B1yr",0.0124233119759209,"Otu0015"
"2752","C2yr_B1yr",0.0122836550085991,"Otu0016"
"2753","C2yr_B1yr",0.0122469362676589,"Otu0054"
"2754","C2yr_B1yr",0.012035934050683,"Otu0018"
"2823","C2yr_B2yr",0.229226241508544,"Otu0006"
"2824","C2yr_B2yr",0.166376088059083,"Otu0007"
"2825","C2yr_B2yr",0.122761010108004,"Otu0002"
"2826","C2yr_B2yr",0.117618977146481,"Otu0005"
"2827","C2yr_B2yr",0.05813832104468,"Otu0011"
"2828","C2yr_B2yr",0.047877403698633,"Otu0003"
"2829","C2yr_B2yr",0.04404762254471,"Otu0009"
"2830","C2yr_B2yr",0.03524005514436,"Otu0008"
"2831","C2yr_B2yr",0.028287136968708,"Otu0020"
"2832","C2yr_B2yr",0.027974177785807,"Otu0016"
"2833","C2yr_B2yr",0.012177319726944,"Otu0010"
"2834","C2yr_B2yr",0.011456297255386,"Otu0015"
"2835","C2yr_B2yr",0.011288930611465,"Otu0014"
